;index;IF_NUMBER;PART;NAME;CINEMATIC_PATH;DATE_MEASUREMENT;DISPLACEMENT;DIRECTION;IDX_POINT;MEASUREMENT_VALUE;DANGER_HIGH;ALARM_HIGH;ALARM_LOW;uuid;klantFK;naam;if
12711;3;OLEIF66;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-09-13 11:41:53;Overall Acc;1RH;2;0.19284002;6.0;3.0;0.0;c18d67a6af484bcb932a3fddb976c079;1234;Olenex;IF66
12712;4;OLEIF66;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-09-13 11:41:53;Overall Acc;1Ax;1;0.27887353;6.0;3.0;0.0;c82d85d5eb9d400a900d0faeb035d1e0;1234;Olenex;IF66
12713;5;OLEIF66;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-09-13 11:41:53;Overall Acc;1RV;3;0.18055476;6.0;3.0;0.0;f7ac9843b5274112820b77a178dacea9;1234;Olenex;IF66
12714;6;OLEIF66;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-09-13 11:42:23;Overall Vib Vel;2RH;5;6.1247559;4.5;2.8;0.0;14d9d6214cbd4169a430987b3930486f;1234;Olenex;IF66
12715;7;OLEIF66;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-09-13 11:42:23;Overall Vib Vel;2Ax;4;8.24224;4.5;2.8;0.0;e038e4425d484efe87e5daa78e7d8503;1234;Olenex;IF66
12716;8;OLEIF66;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-09-13 11:42:23;Overall Vib Vel;2RV;6;2.0985701;4.5;2.8;0.0;e1fe5552c44741949e1f7e797d5af8c4;1234;Olenex;IF66
12717;9;OLEIF66;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-09-13 11:42:24;Overall Acc;2RH;5;0.25633714;6.0;3.0;0.0;bf3cd9180763491f98b209ec179d4465;1234;Olenex;IF66
12718;10;OLEIF66;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-09-13 11:42:24;Overall Acc;2Ax;4;0.53612107;6.0;3.0;0.0;2e21348a1d8b41db8d8076bd417911e8;1234;Olenex;IF66
12719;11;OLEIF66;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-09-13 11:42:24;Overall Acc;2RV;6;0.17682248;6.0;3.0;0.0;6d247a730f204a77975df4a63b16383d;1234;Olenex;IF66
12720;12;OLEIF66;3-Pump-DE;Pump;801_1526_RADIAL1;2021-09-13 11:42:49;Overall Vib Vel;3RH;8;0.69211119;4.5;2.8;0.0;d34f256f3c36447294e927754769ebc8;1234;Olenex;IF66
12721;13;OLEIF66;3-Pump-DE;Pump;801_1526_AXIAL;2021-09-13 11:42:49;Overall Vib Vel;3Ax;7;0.87995726;4.5;2.8;0.0;c0ce4f8c97184a38be3c20387e1c3f20;1234;Olenex;IF66
12722;14;OLEIF66;3-Pump-DE;Pump;801_1526_RADIAL2;2021-09-13 11:42:49;Overall Vib Vel;3RV;9;0.83786929;4.5;2.8;0.0;65dd457c6b3e4dae8649fa8fda95adca;1234;Olenex;IF66
12723;15;OLEIF66;3-Pump-DE;Pump;801_1526_RADIAL1;2021-09-13 11:42:50;Overall Acc;3RH;8;0.17495537;6.0;3.0;0.0;23c0e33d36624a749ef5ec35e4dfa20f;1234;Olenex;IF66
12724;16;OLEIF66;3-Pump-DE;Pump;801_1526_AXIAL;2021-09-13 11:42:50;Overall Acc;3Ax;7;0.24351367;6.0;3.0;0.0;e2001e45858a492f8760f088c5ea2428;1234;Olenex;IF66
12725;17;OLEIF66;3-Pump-DE;Pump;801_1526_RADIAL2;2021-09-13 11:42:50;Overall Acc;3RV;9;0.27699268;6.0;3.0;0.0;2ea009c5339d401385e42cbc92381270;1234;Olenex;IF66
12726;18;OLEIF66;4-Pump-NDE;Pump;801_1527_RADIAL1;2021-09-13 11:43:14;Overall Vib Vel;4RH;11;0.46177906;4.5;2.8;0.0;910ebf90d35441b692c1dbe764e73375;1234;Olenex;IF66
12727;19;OLEIF66;4-Pump-NDE;Pump;801_1527_AXIAL;2021-09-13 11:43:14;Overall Vib Vel;4Ax;10;0.89559722;4.5;2.8;0.0;87a206189b2f441bac4ee07724a5edef;1234;Olenex;IF66
12728;20;OLEIF66;4-Pump-NDE;Pump;801_1527_RADIAL2;2021-09-13 11:43:14;Overall Vib Vel;4RV;12;0.55668646;4.5;2.8;0.0;b0d383a1c36149688a6168989a110b54;1234;Olenex;IF66
12729;21;OLEIF66;4-Pump-NDE;Pump;801_1527_RADIAL1;2021-09-13 11:43:15;Overall Acc;4RH;11;0.14674173;6.0;3.0;0.0;063be08937e84f72bf276a4a6db376a0;1234;Olenex;IF66
12730;22;OLEIF66;4-Pump-NDE;Pump;801_1527_AXIAL;2021-09-13 11:43:15;Overall Acc;4Ax;10;0.2536208;6.0;3.0;0.0;5173988832524657940270e6a681cb96;1234;Olenex;IF66
12731;23;OLEIF66;4-Pump-NDE;Pump;801_1527_RADIAL2;2021-09-13 11:43:15;Overall Acc;4RV;12;0.29664493;6.0;3.0;0.0;68a05d41a76e420d8bf6a02a80494e91;1234;Olenex;IF66
12732;0;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-02-11 11:51:26;Overall Vib Vel;1RH;2;3.7821167;7.0999999;4.5;0.0;810d1ca6614c4bb0ad7fcd684eaf5f87;1234;Olenex;IF7
12733;1;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-02-11 11:51:26;Overall Vib Vel;1Ax;1;3.741313;7.0999999;4.5;0.0;79829fd363da42d7b7412ab1257bf92d;1234;Olenex;IF7
12734;2;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-02-11 11:51:26;Overall Vib Vel;1RV;3;1.759702;7.0999999;4.5;0.0;707fa4324f64449c85a38e0b486b800a;1234;Olenex;IF7
12735;3;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-02-11 11:51:27;Overall Acc;1RH;2;0.4187791;6.0;3.0;0.0;df1a16e5eb1645b1ba6c1350d0ff8177;1234;Olenex;IF7
12736;4;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-02-11 11:51:27;Overall Acc;1Ax;1;0.42515606;6.0;3.0;0.0;ac894f16230442e192713365075610ee;1234;Olenex;IF7
12737;5;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-02-11 11:51:27;Overall Acc;1RV;3;0.25198469;6.0;3.0;0.0;7ec8b587f6da4a398a687b173a7f9152;1234;Olenex;IF7
12738;6;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-02-11 11:52:03;Overall Vib Vel;2RH;5;6.3437581;7.0999999;4.5;0.0;58541224849d402ba525cdcfc76fe21c;1234;Olenex;IF7
12739;7;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-02-11 11:52:03;Overall Vib Vel;2Ax;4;8.2475471;7.0999999;4.5;0.0;531472cbfb4d4ef980d6480af8d7d1ce;1234;Olenex;IF7
12740;8;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-02-11 11:52:03;Overall Vib Vel;2RV;6;2.5661662;7.0999999;4.5;0.0;f6d8715b493e4eb69d6a9f6a8f314f52;1234;Olenex;IF7
12741;9;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-02-11 11:52:04;Overall Acc;2RH;5;0.43947378;6.0;3.0;0.0;1538be5c3fa2415282c492f1f80d2098;1234;Olenex;IF7
12742;10;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-02-11 11:52:04;Overall Acc;2Ax;4;0.68615448;6.0;3.0;0.0;71453d0719e442d9ae9f6cd1858ae14f;1234;Olenex;IF7
12743;11;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-02-11 11:52:04;Overall Acc;2RV;6;0.36410409;6.0;3.0;0.0;5162d4c9b080431c99062ff4e04bd42b;1234;Olenex;IF7
12744;12;OLEIF7;3-Pump-DE;Pump;801_1526_RADIAL1;2021-02-11 11:53:01;Overall Vib Vel;3RH;8;1.1186417;7.0999999;4.5;0.0;e25923ea34204b57a8919a29817ac6b4;1234;Olenex;IF7
12745;13;OLEIF7;3-Pump-DE;Pump;801_1526_AXIAL;2021-02-11 11:53:01;Overall Vib Vel;3Ax;7;0.96191657;7.0999999;4.5;0.0;3c22042899e1471887ffae1b8816a24f;1234;Olenex;IF7
12746;14;OLEIF7;3-Pump-DE;Pump;801_1526_RADIAL2;2021-02-11 11:53:01;Overall Vib Vel;3RV;9;0.94472843;7.0999999;4.5;0.0;c8d284e96f504f239963ebc667cf4ca7;1234;Olenex;IF7
12747;15;OLEIF7;3-Pump-DE;Pump;801_1526_RADIAL1;2021-02-11 11:53:02;Overall Acc;3RH;8;0.14557609;6.0;3.0;0.0;3f7e609a5a4c41a0aa9637bcb758d1d8;1234;Olenex;IF7
12748;16;OLEIF7;3-Pump-DE;Pump;801_1526_AXIAL;2021-02-11 11:53:02;Overall Acc;3Ax;7;0.16833651;6.0;3.0;0.0;7fa69636a01b4199b72bae3e7a7461c3;1234;Olenex;IF7
12749;17;OLEIF7;3-Pump-DE;Pump;801_1526_RADIAL2;2021-02-11 11:53:02;Overall Acc;3RV;9;0.16998728;6.0;3.0;0.0;00403bf7996944dab7d2d6157f302542;1234;Olenex;IF7
12750;18;OLEIF7;4-Pump-NDE;Pump;801_1527_RADIAL1;2021-02-11 11:53:34;Overall Vib Vel;4RH;11;0.86826617;7.0999999;4.5;0.0;ef9ed508247b458ca5a21647b7437a99;1234;Olenex;IF7
12751;19;OLEIF7;4-Pump-NDE;Pump;801_1527_AXIAL;2021-02-11 11:53:34;Overall Vib Vel;4Ax;10;1.738596;7.0999999;4.5;0.0;4319b46850c148a6b95e9ba11f10ee2b;1234;Olenex;IF7
12752;20;OLEIF7;4-Pump-NDE;Pump;801_1527_RADIAL2;2021-02-11 11:53:34;Overall Vib Vel;4RV;12;0.66214716;7.0999999;4.5;0.0;bebd507781ac452b8e134c509b3eb03f;1234;Olenex;IF7
12753;21;OLEIF7;4-Pump-NDE;Pump;801_1527_RADIAL1;2021-02-11 11:53:36;Overall Acc;4RH;11;0.086440034;6.0;3.0;0.0;c7fd30a55a8642dd86c72ff431aaeb15;1234;Olenex;IF7
12754;22;OLEIF7;4-Pump-NDE;Pump;801_1527_AXIAL;2021-02-11 11:53:36;Overall Acc;4Ax;10;0.20596375;6.0;3.0;0.0;e9969d8033624c9b870cf43005a3e258;1234;Olenex;IF7
12755;23;OLEIF7;4-Pump-NDE;Pump;801_1527_RADIAL2;2021-02-11 11:53:36;Overall Acc;4RV;12;0.14527455;6.0;3.0;0.0;58af02a930914f48b38ab3fe7d4f4cfe;1234;Olenex;IF7
12756;0;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-06-10 10:21:58;Overall Vib Vel;1RH;2;2.9981771;7.0999999;4.5;0.0;d436b6b3eee54e028944dc3442b12514;1234;Olenex;IF7
12757;1;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-06-10 10:21:58;Overall Vib Vel;1Ax;1;3.6488819;7.0999999;4.5;0.0;f4a96b9fe64643d399f8cfe9a7579774;1234;Olenex;IF7
12758;2;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-06-10 10:21:58;Overall Vib Vel;1RV;3;5.4475918;7.0999999;4.5;0.0;8621ca645bdf46d28e1313af89b31efd;1234;Olenex;IF7
12759;3;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-06-10 10:21:59;Overall Acc;1RH;2;0.31968361;6.0;3.0;0.0;a88abb1a839540eca813ddcc183e84bd;1234;Olenex;IF7
12760;4;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-06-10 10:21:59;Overall Acc;1Ax;1;0.40708604;6.0;3.0;0.0;c6679a028a7e452cafca91bbe1f8a232;1234;Olenex;IF7
12761;5;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-06-10 10:21:59;Overall Acc;1RV;3;0.36260137;6.0;3.0;0.0;9022caea9fdf4ce485aa2d801552e925;1234;Olenex;IF7
12762;6;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-06-10 10:22:50;Overall Vib Vel;2RH;5;2.9127192;7.0999999;4.5;0.0;feebcbaf2fac46f88a4cc4a1ab00feb8;1234;Olenex;IF7
12763;7;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-06-10 10:22:50;Overall Vib Vel;2Ax;4;6.5429978;7.0999999;4.5;0.0;4723cf63238a46bfb8d5a27664c46685;1234;Olenex;IF7
12764;8;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-06-10 10:22:50;Overall Vib Vel;2RV;6;2.1551483;7.0999999;4.5;0.0;af982c0b3b0840fa8f63cedbbc85c058;1234;Olenex;IF7
12765;9;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-06-10 10:22:51;Overall Acc;2RH;5;0.20539971;6.0;3.0;0.0;6105dfa52d2f435c81e2e3861c349f18;1234;Olenex;IF7
12766;10;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-06-10 10:22:51;Overall Acc;2Ax;4;0.42189437;6.0;3.0;0.0;6aff2f8ecbe1431a93f9359434f30742;1234;Olenex;IF7
12767;11;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-06-10 10:22:51;Overall Acc;2RV;6;0.21089229;6.0;3.0;0.0;f498c5aa7e4e4e6fafddacb3881fb7bc;1234;Olenex;IF7
12768;12;OLEIF7;3-Pump-DE;Pump;801_1526_RADIAL1;2021-06-10 10:24:54;Overall Vib Vel;3RH;8;1.0139251;7.0999999;4.5;0.0;93a3fe3daa3c4f168d1970be25010e1b;1234;Olenex;IF7
12769;13;OLEIF7;3-Pump-DE;Pump;801_1526_AXIAL;2021-06-10 10:24:54;Overall Vib Vel;3Ax;7;0.77079642;7.0999999;4.5;0.0;75c0ce2fd7144811bd40e6485a4db36c;1234;Olenex;IF7
12770;14;OLEIF7;3-Pump-DE;Pump;801_1526_RADIAL2;2021-06-10 10:24:54;Overall Vib Vel;3RV;9;0.74678719;7.0999999;4.5;0.0;7ab4439851314965858c23861c3845be;1234;Olenex;IF7
12771;15;OLEIF7;3-Pump-DE;Pump;801_1526_RADIAL1;2021-06-10 10:24:55;Overall Acc;3RH;8;0.14115813;6.0;3.0;0.0;a7f89565717d463597d73ecfbebb9671;1234;Olenex;IF7
12772;16;OLEIF7;3-Pump-DE;Pump;801_1526_AXIAL;2021-06-10 10:24:55;Overall Acc;3Ax;7;0.14578852;6.0;3.0;0.0;0703264287cb44e084948c39b4f1c7a3;1234;Olenex;IF7
12773;17;OLEIF7;3-Pump-DE;Pump;801_1526_RADIAL2;2021-06-10 10:24:55;Overall Acc;3RV;9;0.16494669;6.0;3.0;0.0;8f6a9c868f5b4572890e44cb4d1a6f8f;1234;Olenex;IF7
12774;18;OLEIF7;4-Pump-NDE;Pump;801_1527_RADIAL1;2021-06-10 10:25:52;Overall Vib Vel;4RH;11;0.71054149;7.0999999;4.5;0.0;caf35c861478421ba912c00eaf40e248;1234;Olenex;IF7
12775;19;OLEIF7;4-Pump-NDE;Pump;801_1527_AXIAL;2021-06-10 10:25:52;Overall Vib Vel;4Ax;10;0.65785927;7.0999999;4.5;0.0;7b756934ecc44163bbd09ef3754169f9;1234;Olenex;IF7
12776;20;OLEIF7;4-Pump-NDE;Pump;801_1527_RADIAL2;2021-06-10 10:25:52;Overall Vib Vel;4RV;12;0.62621999;7.0999999;4.5;0.0;1824f8619b2e4eef881ea5cace12a5c4;1234;Olenex;IF7
12777;21;OLEIF7;4-Pump-NDE;Pump;801_1527_RADIAL1;2021-06-10 10:25:53;Overall Acc;4RH;11;0.11756741;6.0;3.0;0.0;ed97455d5be74b9681482bcf26b6a744;1234;Olenex;IF7
12778;22;OLEIF7;4-Pump-NDE;Pump;801_1527_AXIAL;2021-06-10 10:25:53;Overall Acc;4Ax;10;0.11394744;6.0;3.0;0.0;67020264da1148ee80f592c7a498470e;1234;Olenex;IF7
12779;23;OLEIF7;4-Pump-NDE;Pump;801_1527_RADIAL2;2021-06-10 10:25:53;Overall Acc;4RV;12;0.13289373;6.0;3.0;0.0;dc29df90cd1f4f95bac7cd6984ef8761;1234;Olenex;IF7
12780;0;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-11-01 09:50:36;Overall Vib Vel;1RH;2;1.2467266;4.5;2.8;0.0;9ef009d112c9423c93f3475e7109408f;1234;Olenex;IF7
12781;1;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-11-01 09:50:36;Overall Vib Vel;1Ax;1;0.75623518;4.5;2.8;0.0;ce4e10a0cf3d4c06bc6374c3b115401b;1234;Olenex;IF7
12782;2;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-11-01 09:50:36;Overall Vib Vel;1RV;3;0.58280545;4.5;2.8;0.0;63c07d264f574a51b0fe69190d38d275;1234;Olenex;IF7
12783;3;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-11-01 09:50:37;Overall Acc;1RH;2;0.16247247;6.0;3.0;0.0;8ea13aa402624ec69ee6754ec7fbded5;1234;Olenex;IF7
12784;4;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-11-01 09:50:37;Overall Acc;1Ax;1;0.16411817;6.0;3.0;0.0;58a353a7002b409fb7380d563c480510;1234;Olenex;IF7
12785;5;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-11-01 09:50:37;Overall Acc;1RV;3;0.15154134;6.0;3.0;0.0;f3527222e49e4817be6348160151b5f0;1234;Olenex;IF7
12786;6;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-11-01 09:51:13;Overall Vib Vel;2RH;5;0.98986328;4.5;2.8;0.0;80fe689ea5ab420793f999fbd9fbe982;1234;Olenex;IF7
12787;7;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-11-01 09:51:13;Overall Vib Vel;2Ax;4;0.66301483;4.5;2.8;0.0;1a47a26f7bee48f2abfc65bbaabe11cc;1234;Olenex;IF7
12788;8;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-11-01 09:51:13;Overall Vib Vel;2RV;6;0.58649504;4.5;2.8;0.0;5c292ea76d0a4f77bb8d8eaf11d1b36f;1234;Olenex;IF7
12789;9;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-11-01 09:51:14;Overall Acc;2RH;5;0.2168351;6.0;3.0;0.0;cf45d17f259a4896aa56a43f00d6b816;1234;Olenex;IF7
12790;10;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-11-01 09:51:14;Overall Acc;2Ax;4;0.182229;6.0;3.0;0.0;66b5f47212404afa826ee6f0389aee0d;1234;Olenex;IF7
12791;11;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-11-01 09:51:14;Overall Acc;2RV;6;0.3054218;6.0;3.0;0.0;b2c7e02d54ac4af681ec9e0e0b6e5ca6;1234;Olenex;IF7
12792;12;OLEIF7;3-Pump-DE;Pump;801_1526_RADIAL1;2021-11-01 09:51:47;Overall Vib Vel;3RH;8;0.89536929;4.5;2.8;0.0;a1522cfdcb774c168d7937af94d80a7b;1234;Olenex;IF7
12793;13;OLEIF7;3-Pump-DE;Pump;801_1526_AXIAL;2021-11-01 09:51:47;Overall Vib Vel;3Ax;7;0.86471152;4.5;2.8;0.0;e8847c57653746b584eb33c841125707;1234;Olenex;IF7
12794;14;OLEIF7;3-Pump-DE;Pump;801_1526_RADIAL2;2021-11-01 09:51:47;Overall Vib Vel;3RV;9;1.008366;4.5;2.8;0.0;a2d95047a42d49b3950014e046764235;1234;Olenex;IF7
12795;15;OLEIF7;3-Pump-DE;Pump;801_1526_RADIAL1;2021-11-01 09:51:48;Overall Acc;3RH;8;0.22534822;6.0;3.0;0.0;c6191dad2650487393949ca027ced7bb;1234;Olenex;IF7
12796;16;OLEIF7;3-Pump-DE;Pump;801_1526_AXIAL;2021-11-01 09:51:48;Overall Acc;3Ax;7;0.21694119;6.0;3.0;0.0;066bf75b085a43c1b883f1c93082ee9a;1234;Olenex;IF7
12797;17;OLEIF7;3-Pump-DE;Pump;801_1526_RADIAL2;2021-11-01 09:51:48;Overall Acc;3RV;9;0.21623386;6.0;3.0;0.0;1af0a4bc45704deb94e9e06230170ab3;1234;Olenex;IF7
12798;18;OLEIF7;4-Pump-NDE;Pump;801_1527_RADIAL1;2021-11-01 09:52:21;Overall Vib Vel;4RH;11;0.78433412;4.5;2.8;0.0;c9c3810c6a204f2084ae7d197218c8af;1234;Olenex;IF7
12799;19;OLEIF7;4-Pump-NDE;Pump;801_1527_AXIAL;2021-11-01 09:52:21;Overall Vib Vel;4Ax;10;0.8814714;4.5;2.8;0.0;57cf665ac02b42d2bf7092fdf32cc222;1234;Olenex;IF7
12800;20;OLEIF7;4-Pump-NDE;Pump;801_1527_RADIAL2;2021-11-01 09:52:21;Overall Vib Vel;4RV;12;0.78962249;4.5;2.8;0.0;0731c9977d7a4952b2b2f3bf2280be25;1234;Olenex;IF7
12801;21;OLEIF7;4-Pump-NDE;Pump;801_1527_RADIAL1;2021-11-01 09:52:22;Overall Acc;4RH;11;0.30763718;6.0;3.0;0.0;c6acb1835c5f44aebb635d3cda75af03;1234;Olenex;IF7
12802;22;OLEIF7;4-Pump-NDE;Pump;801_1527_AXIAL;2021-11-01 09:52:22;Overall Acc;4Ax;10;0.21000913;6.0;3.0;0.0;08f193c60c194155af64833abb3dfda0;1234;Olenex;IF7
12803;23;OLEIF7;4-Pump-NDE;Pump;801_1527_RADIAL2;2021-11-01 09:52:22;Overall Acc;4RV;12;0.20095973;6.0;3.0;0.0;98e33402eb7a40ad9bf2a6c0c5a35042;1234;Olenex;IF7
12804;0;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-09-09 10:22:43;Overall Vib Vel;1RH;2;2.5403721;7.0999999;4.5;0.0;85bbea6b219e48b894112b4fe9d5199a;1234;Olenex;IF7
12805;1;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-09-09 10:22:43;Overall Vib Vel;1Ax;1;5.9924011;7.0999999;4.5;0.0;6d5140c8879f487388203715f0349223;1234;Olenex;IF7
12806;2;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-09-09 10:22:43;Overall Vib Vel;1RV;3;6.1285129;7.0999999;4.5;0.0;a26b8ccbb4704dce8f72f366385252a7;1234;Olenex;IF7
12807;3;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-09-09 10:22:44;Overall Acc;1RH;2;0.40003404;6.0;3.0;0.0;c1559cc5bd774b0183365869745d5fef;1234;Olenex;IF7
12808;4;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-09-09 10:22:44;Overall Acc;1Ax;1;0.46320668;6.0;3.0;0.0;805b17ffb47d42b1bbdcd365f78c4d29;1234;Olenex;IF7
12809;5;OLEIF7;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-09-09 10:22:44;Overall Acc;1RV;3;0.48027813;6.0;3.0;0.0;dfc6f25590f749a09880cd8fa83428ae;1234;Olenex;IF7
12810;6;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-09-09 10:23:18;Overall Vib Vel;2RH;5;4.5194001;7.0999999;4.5;0.0;17577261f618427393b8152d4f72044d;1234;Olenex;IF7
12811;7;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-09-09 10:23:18;Overall Vib Vel;2Ax;4;8.0062256;7.0999999;4.5;0.0;5a4c18e2689a4d1383b968102aca924d;1234;Olenex;IF7
12812;8;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-09-09 10:23:18;Overall Vib Vel;2RV;6;2.7731695;7.0999999;4.5;0.0;3db19bcaa00a4ca7a2c59410e3816005;1234;Olenex;IF7
12813;9;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-09-09 10:23:19;Overall Acc;2RH;5;0.40474457;6.0;3.0;0.0;c5fdd4626e2341be98543421d965a89b;1234;Olenex;IF7
12814;10;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-09-09 10:23:19;Overall Acc;2Ax;4;0.58191502;6.0;3.0;0.0;2ae5ea19d0c445af94c26403b200cfaa;1234;Olenex;IF7
12815;11;OLEIF7;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-09-09 10:23:19;Overall Acc;2RV;6;0.32123262;6.0;3.0;0.0;5ea7f8bdfe7a4757a04363aada23b8ae;1234;Olenex;IF7
12816;12;OLEIF7;3-Pump-DE;Pump;801_1526_RADIAL1;2021-09-09 10:32:03;Overall Vib Vel;3RH;8;0.36975455;7.0999999;4.5;0.0;9d74f724bc294f7d9325e8e8979e9b1f;1234;Olenex;IF7
12817;13;OLEIF7;3-Pump-DE;Pump;801_1526_AXIAL;2021-09-09 10:32:03;Overall Vib Vel;3Ax;7;0.76836276;7.0999999;4.5;0.0;b817f6848d6a44b58e4208d396a6dd0e;1234;Olenex;IF7
12818;14;OLEIF7;3-Pump-DE;Pump;801_1526_RADIAL2;2021-09-09 10:32:03;Overall Vib Vel;3RV;9;0.61912626;7.0999999;4.5;0.0;b20d24e575d043e88d983c8040ff9b37;1234;Olenex;IF7
12819;15;OLEIF7;3-Pump-DE;Pump;801_1526_RADIAL1;2021-09-09 10:32:04;Overall Acc;3RH;8;0.22516285;6.0;3.0;0.0;a254bd858483493c84ad0debf3548c7d;1234;Olenex;IF7
12820;16;OLEIF7;3-Pump-DE;Pump;801_1526_AXIAL;2021-09-09 10:32:04;Overall Acc;3Ax;7;0.17762572;6.0;3.0;0.0;e82400e710864b9eb36d4ff54c16f55f;1234;Olenex;IF7
12821;17;OLEIF7;3-Pump-DE;Pump;801_1526_RADIAL2;2021-09-09 10:32:04;Overall Acc;3RV;9;0.17441632;6.0;3.0;0.0;aa5e632bc5df44f7a8dbf17e4a623e65;1234;Olenex;IF7
12822;18;OLEIF7;4-Pump-NDE;Pump;801_1527_RADIAL1;2021-09-09 10:32:55;Overall Vib Vel;4RH;11;0.74762672;7.0999999;4.5;0.0;13362f6c59ed4b8d86be49a0885bf3c4;1234;Olenex;IF7
12823;19;OLEIF7;4-Pump-NDE;Pump;801_1527_AXIAL;2021-09-09 10:32:55;Overall Vib Vel;4Ax;10;0.70292854;7.0999999;4.5;0.0;6dd460e97a8a4e7e8e25990066bfc99c;1234;Olenex;IF7
12824;20;OLEIF7;4-Pump-NDE;Pump;801_1527_RADIAL2;2021-09-09 10:32:55;Overall Vib Vel;4RV;12;0.57320225;7.0999999;4.5;0.0;534c9cc1774f48d185e19e729fa91a0a;1234;Olenex;IF7
12825;21;OLEIF7;4-Pump-NDE;Pump;801_1527_RADIAL1;2021-09-09 10:32:56;Overall Acc;4RH;11;0.20879552;6.0;3.0;0.0;182aed9bcc8148c3ab16211d63e4350b;1234;Olenex;IF7
12826;22;OLEIF7;4-Pump-NDE;Pump;801_1527_AXIAL;2021-09-09 10:32:56;Overall Acc;4Ax;10;0.19229938;6.0;3.0;0.0;4b2996bf6b3e4e5398854417c37ad66a;1234;Olenex;IF7
